1.		aist_2012_c6bc0383ea448fcb7e5f45ac85a1afb2d12505ef	ru	Применение Онтологии при Синтезе Изображения по Тексту	http://legacy.aistconf.org/stuff/aist2012.pdf	TASK::Дистрибутивная_семантика(0.755886971950531)|TASK::Конечные_преобразователи(0.7476552724838257)|TASK::Языковые_модели(0.7371660470962524)|TASK::Тематическое_моделирование(0.7356764674186707)|TASK::Извлечение_именованных_сущностей(0.733953595161438)|TASK::Извлечение_ключевых_слов(0.7184091806411743)|TASK::Обработка_речи(0.7108583450317383)|TASK::Обнаружение_дубликатов(0.7020483016967773)
6	dialogue_2011_db54e804a07e8caf58b88080f76370be71a80175	en	0.9768756628036499	“Functional” Standard In Russian And English Degree Constructions	http://www.dialog-21.ru/media/1418/18.pdf	TASK::Конечные_преобразователи(0.7078949809074402)|TASK::Дистрибутивная_семантика(0.7005287408828735)
7	dialogue_2012_8787cfea7a25b69b5dba56ed3eeb7289673561f4	en	0.9768140316009521	Constructing a lexico-typological database (for a study of pain predicates)	http://www.dialog-21.ru/media/1337/100.pdf	TASK::Тематическое_моделирование(0.7155531644821167)|TASK::Извлечение_именованных_сущностей(0.7153211832046509)|TASK::Конечные_преобразователи(0.7146997451782227)|TASK::Обработка_речи(0.7088552713394165)|TASK::Дистрибутивная_семантика(0.70530104637146)
8	dialogue_2016_0d16ab0f2f3491f42cb6434cd830cf3a8a69a1bd	en	0.9766998291015625	Estimating Syntagmatic Association Strength Using Distributional Word Representations	http://www.dialog-21.ru/media/3385/bukiagtetal.pdf	TASK::Дистрибутивная_семантика(0.7482282519340515)|TASK::Конечные_преобразователи(0.7306210398674011)|TASK::Обработка_речи(0.7150932550430298)|TASK::Тематическое_моделирование(0.7125300168991089)|TASK::Языковые_модели(0.7106998562812805)|TASK::Извлечение_именованных_сущностей(0.7095122337341309)
9	ainl_2016_aeb2c5f4c3aa9a5381a35d89991b41901794381d	en	0.9766423106193542	Multiword Expressions in Russian Thesauri Ruthes and Ruwordnet	http://ieeexplore.ieee.org/document/7891859/	TASK::Извлечение_именованных_сущностей(0.7391534447669983)|TASK::Дистрибутивная_семантика(0.7321645021438599)|TASK::Тематическое_моделирование(0.7272099256515503)|TASK::Языковые_модели(0.7200461626052856)|TASK::Конечные_преобразователи(0.7152690887451172)|TASK::Обработка_речи(0.7150201201438904)|TASK::Извлечение_отношений(0.7078397274017334)
10	aist_2015_85c630dfd4508b6b93a7e9042867420145cce09c	en	0.9763400554656982	Framebank: a Database of Russian Lexical Constructions	https://link.springer.com/chapter/10.1007/978-3-319-26123-2_34	TASK::Обработка_речи(0.7274749279022217)|TASK::Конечные_преобразователи(0.7228963375091553)|TASK::Тематическое_моделирование(0.7166131734848022)|TASK::Дистрибутивная_семантика(0.7156193256378174)|TASK::Извлечение_именованных_сущностей(0.7056570053100586)

27.		dialogue_2014_19122ea4d4e9f052fda3a7d65d9d6fa88dcaad5b	en	Sententional arguments and event structure	http://www.dialog-21.ru/digests/dialog2014/materials/pdf/ZimmerlingAV.pdf	TASK::Тематическое_моделирование(0.7006126046180725)
1	dialogue_2013_0bd8e22d96bce1f8490f95c96b4452802d148e28	en	0.9901890158653259	Transitive impersonals in Slavic and Germanic: zero subjects and thematic relations	http://www.dialog-21.ru/media/1298/zimmerlingav.pdf	TASK::Конечные_преобразователи(0.7105327844619751)|TASK::Обработка_речи(0.7073909044265747)
2	dialogue_2015_58fb067c791846681ad5fc4e612ed26180d92307	en	0.9828222990036011	The Case of Russian Subject Pro in Machine Translation System	http://www.dialog-21.ru/digests/dialog2015/materials/pdf/BogdanovAVGorbunovaIM.pdf	TASK::Конечные_преобразователи(0.7230478525161743)
3	dialogue_2015_069c945a59db52a1cfc547e2030991d9a35d856d	en	0.9823678731918335	Approaching V2: verb second and verb movement	http://www.dialog-21.ru/digests/dialog2015/materials/pdf/ZimmerlingAVLyutikovaEA.pdf	TASK::Обработка_речи(0.7070972323417664)|TASK::Конечные_преобразователи(0.7040379643440247)
4	dialogue_2019_2ae11e31cca0b3255f6d974e3ca933a49b03d961	en	0.9788634777069092	An Anaphora Resolution System For Russian Based On Etap-4 Linguistic Processor	http://www.dialog-21.ru/media/4829/inshakovaes-167.pdf	TASK::Конечные_преобразователи(0.7393934726715088)|TASK::Дистрибутивная_семантика(0.7347124814987183)|TASK::Обработка_речи(0.7263436317443848)|TASK::Извлечение_именованных_сущностей(0.7216652631759644)|TASK::Тематическое_моделирование(0.7111964821815491)|TASK::Языковые_модели(0.7108879685401917)
5	dialogue_2009_783e2b7a11ce82262de32a479d25d7788eda2bd9	en	0.9775174260139465	The dynamics of adjective meaning	http://www.dialog-21.ru/media/1642/92.pdf	
6	dialogue_2011_1fdab93fd58dc25e352d99380b3db73e78e8aa94	en	0.9769705533981323	Accent Placement Principles In Russian	http://www.dialog-21.ru/media/1469/68.pdf	TASK::Обработка_речи(0.7260655760765076)
7	dialogue_2017_5ac351a68efb56b2e92cf5ea32d54067bbf2439d	en	0.9765205383300781	‘Tensed’ And ‘Non-Tensed’ Predicatives In Russian	http://www.dialog-21.ru/media/3923/letuchiyab.pdf	
8	dialogue_2014_ff211fd207857cd8dd5df5cafd5fa650acae9252	en	0.9763156771659851	“vchera Nasochinyalsya Voroh Strok”: Productive Circumfixal Intensifying Patterns in Russian	http://www.dialog-21.ru/digests/dialog2014/materials/pdf/NedoluzhkoAYuKhoroshkinaAS.pdf	
9	aist_2015_85c630dfd4508b6b93a7e9042867420145cce09c	en	0.9759020805358887	Framebank: a Database of Russian Lexical Constructions	https://link.springer.com/chapter/10.1007/978-3-319-26123-2_34	TASK::Обработка_речи(0.7274749279022217)|TASK::Конечные_преобразователи(0.7228963375091553)|TASK::Тематическое_моделирование(0.7166131734848022)|TASK::Дистрибутивная_семантика(0.7156193256378174)|TASK::Извлечение_именованных_сущностей(0.7056570053100586)
10	dialogue_2015_0691545053ff3f9fe93c6762444a49faf377e411	en	0.9758307337760925	Stem initial alternation in Russian third person pronouns: variation in grammar	http://www.dialog-21.ru/digests/dialog2015/materials/pdf/DanielMA.pdf	TASK::Обработка_речи(0.7011570930480957)

28.		dialogue_2015_87b497262b42d4d275a0394ff6bf9c92d9a2afc7	en	Extracting aspects, sentiment and categories of aspects in user reviews about restaurants and cars	http://www.dialog-21.ru/digests/dialog2015/materials/pdf/IvanovVVetal.pdf	TASK::Тематическое_моделирование(0.7488313913345337)|TASK::Конечные_преобразователи(0.7204751968383789)|TASK::Извлечение_ключевых_слов(0.7085866928100586)|TASK::Дистрибутивная_семантика(0.7035865783691406)|TASK::Языковые_модели(0.7029277086257935)
1	dialogue_2015_134cb8995dd20f4bb853702b63e9edadc2c7df2f	en	0.991409182548523	Semantic Similarity for Aspect‑based Sentiment Analysis	http://www.dialog-21.ru/digests/dialog2015/materials/pdf/BlinovPDKotelnikovEV.pdf	TASK::Тематическое_моделирование(0.7299091815948486)|TASK::Конечные_преобразователи(0.7124817371368408)
2	dialogue_2015_6e1f13dd827d92f1a0900435f28e1829c76fcd01	en	0.9893879294395447	A high precision method for aspect extraction in Russian	http://www.dialog-21.ru/digests/dialog2015/materials/pdf/MayorovVDetal.pdf	TASK::Тематическое_моделирование(0.7358857989311218)|TASK::Конечные_преобразователи(0.7283955812454224)|TASK::Извлечение_ключевых_слов(0.7161716222763062)|TASK::Извлечение_именованных_сущностей(0.7153117060661316)|TASK::Дистрибутивная_семантика(0.7149485349655151)|TASK::Языковые_модели(0.7005330324172974)
3	dialogue_2014_996aa430f6b2dc398c1e5212162ee6b5f17f189a	en	0.9884672164916992	Using Distributed Representations for Aspect-based Sentiment Analysis	http://www.dialog-21.ru/digests/dialog2014/materials/pdf/BlinovPDKotelnikovEV.pdf	TASK::Тематическое_моделирование(0.7306014895439148)|TASK::Конечные_преобразователи(0.7253814935684204)|TASK::Дистрибутивная_семантика(0.7132238149642944)
4	dialogue_2015_c95629fb9bd77ddca47604357255746d7a6487a0	en	0.988249659538269	SentiRuEval: testing object-oriented sentiment analysis systems in Russian	http://www.dialog-21.ru/digests/dialog2015/materials/pdf/LoukachevitchNVetal.pdf	TASK::Тематическое_моделирование(0.7442643642425537)
5	aist_2016_1356a10e62120390fc319a721150bfbe9482eed3	en	0.9874428510665894	Constructing Aspect-based Sentiment Lexicons with Topic Modeling	https://link.springer.com/chapter/10.1007/978-3-319-52920-2_20	TASK::Тематическое_моделирование(0.7499062418937683)|TASK::Языковые_модели(0.7206442356109619)|TASK::Дистрибутивная_семантика(0.7170090675354004)|TASK::Конечные_преобразователи(0.7111011743545532)|TASK::Обработка_речи(0.7088046669960022)|TASK::Извлечение_именованных_сущностей(0.7000463008880615)
6	dialogue_2013_cfb80c5b79ac4637d17048039b0d1c1fc2d68a27	en	0.9857391119003296	Research of Lexical Approach and Machine Learning Methods for Sentiment Analysis	http://www.dialog-21.ru/media/1226/blinovpd.pdf	TASK::Тематическое_моделирование(0.7362753748893738)|TASK::Конечные_преобразователи(0.7252475619316101)|TASK::Дистрибутивная_семантика(0.7197704315185547)|TASK::Языковые_модели(0.7047064304351807)|TASK::Извлечение_ключевых_слов(0.7002519369125366)
7	dialogue_2015_44f006b78cdf1e4c9fb8931f35171b3ffb122071	en	0.9848244786262512	Syntax-based sentiment analysis of tweets in Russian	http://www.dialog-21.ru/digests/dialog2015/materials/pdf/AdaskinaYuVPanichevaPVPopovAM.pdf	TASK::Конечные_преобразователи(0.7317618131637573)|TASK::Тематическое_моделирование(0.7299298644065857)|TASK::Дистрибутивная_семантика(0.7268570065498352)|TASK::Языковые_модели(0.7080518007278442)|TASK::Обработка_речи(0.7057201862335205)|TASK::Извлечение_ключевых_слов(0.7046942114830017)|TASK::Извлечение_именованных_сущностей(0.7043150067329407)
8	aist_2019_efed15362c0565177ddf09bdd07301b016b657e4	en	0.9838273525238037	Wear The Right Head: Comparing Strategies For Encoding Sentences For Aspect Extraction	https://link.springer.com/chapter/10.1007/978-3-030-37334-4_15	TASK::Тематическое_моделирование(0.7502958178520203)|TASK::Конечные_преобразователи(0.7424343824386597)|TASK::Дистрибутивная_семантика(0.7308166027069092)|TASK::Языковые_модели(0.7205110788345337)|TASK::Извлечение_именованных_сущностей(0.7020875811576843)
9	ainl_2019_899eb2289af7a98c714adf18b599091b09e7e578	en	0.9835623502731323	Sentiruscoll: Russian Collocation Lexicon For Sentiment Analysis	https://link.springer.com/chapter/10.1007/978-3-030-34518-1_2	TASK::Тематическое_моделирование(0.7122204303741455)
10	dialogue_2015_90528ff9d076f7d75dce0e2b2bdb0da388deec36	en	0.9830052256584167	Automatic object-oriented sentiment analysis by means of semantic templates and sentiment lexicon dictionaries	http://www.dialog-21.ru/digests/dialog2015/materials/pdf/PolyakovPYuKalininaMVPleshkoVV.pdf	TASK::Тематическое_моделирование(0.7372890710830688)|TASK::Конечные_преобразователи(0.7216161489486694)|TASK::Дистрибутивная_семантика(0.7202500104904175)|TASK::Извлечение_ключевых_слов(0.7152508497238159)|TASK::Извлечение_именованных_сущностей(0.7078376412391663)|TASK::Информационный_поиск(0.7028899192810059)|TASK::Обработка_речи(0.7009696960449219)
